ref_area.label,indicator.label,source.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Liberia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2010,21.4,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Liberia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2017,26.1,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2010,23.7,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2011,25.3,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2013,23.3,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2014,24,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2015,23.7,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2016,25.6,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2017,23.2,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2018,22.5,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2019,25.6,,,Repository: ILO-STATISTICS - Micro data processing
Lesotho,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2019,31.7,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old
Lithuania,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2000,42.8,,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2001,50,,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2002,48.4,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2003,41.5,,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2004,46.8,,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2005,45,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2006,42.8,,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2007,40.3,,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2008,41.4,,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2009,40.3,,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2010,42,,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2011,36.5,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2012,35.3,,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2013,36.5,,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2014,35.4,,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2015,38.1,,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2016,38.8,,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2017,37.9,,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2018,38.2,,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2019,38.6,,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2020,37.3,,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2000,24.1,,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2001,11.1,Unreliable,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2002,15,Unreliable,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2003,11.2,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2004,12.2,Unreliable,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2005,9.3,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2006,21.2,Unreliable,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2007,9.7,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2008,15.3,Unreliable,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2009,15.4,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2010,19.6,Unreliable,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2011,18.3,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2012,17,,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2013,14.6,,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2014,17.9,,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2015,14,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2016,14.9,,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2017,16.1,,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2018,22.5,,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2019,26.5,Unreliable,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2020,28.2,,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2000,37.1,,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2001,40,Unreliable,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2002,38.1,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2003,45.4,,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2004,42.5,,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2005,42,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2006,40.9,,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2007,42.1,,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2008,41.2,,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2009,41.5,,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2010,39.1,,,Repository: Eurostat special tabulation
