ref_area.label,indicator.label,source.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Cambodia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Socio-Economic Survey,2014,24.3,,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Socio-Economic Survey,2015,29.5,,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Socio-Economic Survey,2016,34.1,,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Socio-Economic Survey,2017,24.1,,,,Repository: ILO-STATISTICS - Micro data processing
Kiribati,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Population Census,2005,27.3,,,,Data reference period: November
Kiribati,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Population Census,2010,36.5,,,,Data reference period: November
Kiribati,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Population Census,2015,37.2,,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2000,5,,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2001,5.9,,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2002,5.6,,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2003,6,,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2004,7.1,,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2005,7.9,,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2006,8.7,,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2007,8.9,,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2008,9.5,,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2009,8.6,,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2010,9.4,,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2011,10.1,,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2012,11.1,,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2013,11.4,,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2014,11.1,,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2015,10.5,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2016,9.8,,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2017,12.3,,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2018,14.5,,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2019,15.4,,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2020,15.6,,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2021,16.3,,,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2012,14.8,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Kosovo,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013,16.1,,,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014,14.2,,,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015,12.6,,,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016,13.6,,,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017,15.4,,,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018,18.4,,,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019,16.2,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Kosovo,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020,17.5,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Kuwait,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2015,14,,,,Data reference period: Fourth quarter | Population coverage: Excluding armed forces and/or conscripts
Kuwait,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2016,13.6,,,,Data reference period: Fourth quarter | Population coverage: Excluding armed forces and/or conscripts
Kuwait,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Population Census,2005,13.9,,,,
Lao People's Democratic Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2010,31.8,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Lao People's Democratic Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017,59,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Lebanon,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Living Conditions Survey,2004,11.2,,,,
Lebanon,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Living Conditions Survey,2007,8.4,,,,Data reference period: February
Lebanon,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019,21.2,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Liberia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2010,20,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Liberia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017,52.7,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Saint Lucia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2000,55.4,,,,
Saint Lucia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2002,55,,,,
Saint Lucia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2003,59.4,,,,
Saint Lucia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2004,52.3,,,,
Saint Lucia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2005,50.4,,,,Reference group coverage: Total employment
Saint Lucia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2006,46.1,,,,Reference group coverage: Total employment
Saint Lucia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017,53.8,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age
Saint Lucia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018,45.1,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age
Saint Lucia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019,57.3,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age
Saint Lucia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020,60,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age
Saint Lucia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021,55.6,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2002,21.7,,,,"Geographical coverage: Total national, excluding some areas | Age coverage - minimum age: 10 years old"
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2003,20.4,,,,"Geographical coverage: Total national, excluding some areas | Age coverage - minimum age: 10 years old"
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2004,19.8,,,,"Geographical coverage: Total national, excluding some areas | Age coverage - minimum age: 10 years old"
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2005,22.4,,,,Age coverage - minimum age: 10 years old
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2006,20.5,,,,"Geographical coverage: Total national, excluding some areas | Age coverage - minimum age: 10 years old"
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2007,23.8,,,,"Geographical coverage: Total national, excluding some areas | Age coverage - minimum age: 10 years old"
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2008,23.9,,,,"Geographical coverage: Total national, excluding some areas | Age coverage - minimum age: 10 years old"
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2009,25.1,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old"
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2010,25.5,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2011,23.2,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2012,28.4,,,,
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013,29.1,,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014,24.8,,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015,25.9,,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016,28.4,,,,Repository: ILO-STATISTICS - Micro data processing
